id;name;username;profile_pic_url;ig_url;tt_url;followers;country;industry;budget;female;male;age;interests;ai_match_score;ai_match_desc;engagement_rate
683988cf1c296f45ca6ae718;Arij Aljendi | أريج الجندي;arij_aljendi;https://imgigp.modash.io/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDbi%2FzCyzJZ6fg43%2BYylAG3qKFri2LVPmylT3ALigdTWcf5gI5KuOf7Up8pL%2Be18qvSbUroH65Tsxe8hE3%2FHhGrmWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D;https://www.instagram.com/arij_aljendi;;181931;DE;beauty;3000;93.12;6.88;25-34;Television & Film;90;Arij Aljendi stands out as an exceptional choice for the beauty and cosmetics campaign, with her impressive makeup artistry and lifestyle content that perfectly aligns with renowned beauty brands. While her audience is largely beauty-focused, her content occasionally veers into lifestyle and family themes, adding a refreshing diversity that can enhance the campaign's appeal.;6.41
683988bf1c296f45ca6ae6a5;lauraabla11;lauraabla11;https://imgigp.modash.io/v2?XkjVaNuuCZ%2BzpQtQYyuTHFo7gyb6lfPjUhIO1dCG%2Fyxs3WYJbRVN0FblCXok06jVHsZgl6YZ%2BzfA9mEAY2MFwPn8sL3K%2BQjlmkjzsoVtsW7RdbH4OXbHJ%2B%2BFHwImpY1%2FQOC6Md1J8RySEgs9jutVC44n0kOEl0D0rmWpIJ8HwUI%3D;;https://www.tiktok.com/@lauraabla11;385300;DE;beauty;10000;88.03;11.97;18-24;;80;Lauraabla11 is an influential TikTok creator based in Germany, perfectly positioned to connect with our target audience. Her impressive follower count and highly engaging content, including collaborations with major brands like H&M and L'Oréal Paris, establish her as an experienced figure in fashion and lifestyle sectors. Despite needing slight adjustments to emphasize makeup transformations, her aesthetically pleasing posts make her an ideal choice for our campaign.;9.57
683988bf1c296f45ca6ae69f;jihan_dml;jihan_dml;https://imgigp.modash.io/v2?4e7GkPsCtkrXRAYTZgKXbVo7gyb6lfPjUhIO1dCG%2Fyxs3WYJbRVN0FblCXok06jVHsZgl6YZ%2BzfA9mEAY2MFwCXR%2FZP5cpc6h%2F%2BOoSxWuLEb6zarfgyQQLqIziJiuilzTqXqAgl%2F6hKGpq0NR%2BEADt8qYMz2XWWBVAYsVJSYSU3Q6amLljmQ%2BuBP4okR8%2Bl5;;https://www.tiktok.com/@jihan_dml;489900;DE;beauty;3000;86.35;13.65;18-24;;75;Jihan, known as 'jihan_dml' on TikTok, is strategically located in Germany, matching perfectly with the campaign's target region. She boasts high engagement on TikTok, highlighting her power to significantly amplify the campaign's reach, especially in the realm of makeup and beauty, though her diverse interests slightly diffuse her focus. Her content's aesthetic appeal aligns well with our campaign's requirements for visually captivating presentations, making her an excellent fit despite her varied content.;8.25
683988bd1c296f45ca6ae685;leni <3;lenimvrie;https://imgigp.modash.io/v2?4e7GkPsCtkrXRAYTZgKXbVo7gyb6lfPjUhIO1dCG%2Fyxs3WYJbRVN0FblCXok06jVHsZgl6YZ%2BzfA9mEAY2MFwJ1c%2BmrcVOZahDLSTeHox9Cp7bWM6xvLVbyk1BHs0nlHTqXqAgl%2F6hKGpq0NR%2BEADt8qYMz2XWWBVAYsVJSYSU3Q6amLljmQ%2BuBP4okR8%2Bl5;;https://www.tiktok.com/@lenimvrie;856500;DE;beauty;5000;85.89;14.11;18-24;;85;Leni is a great fit for the campaign due to her alignment with our goals, focusing on beauty, fashion, and lifestyle, which is ideal for promoting Space Glow Colour Changing Lipsticks. Based in Germany, she resonates well with our geographic target, and with her significant and engaged follower base, she can effectively reach a broad audience and provide visually appealing, authentic content. Despite her broad focus that includes lifestyle aspects, her ability to subtly integrate product placements is incredibly valuable to the campaign.;8.79
683988b71c296f45ca6ae635;Hamibees;hamibees;https://imgigp.modash.io/v2?qeKgYKgV1gO1vAP42sjOAmt8VZOFcFEb4OJcMrjtna85Tjn5vdMMzB0%2FEXicr%2BY5dm8Ky3Qr2AYn6eDs46PyK4W70hryx6WOVGzAMMQZADmKYFfQfGGvSuoo%2B%2FuMT7ynSxsvkYfBTURfPLN0KLV1YvU32HbHMGwuGaH7BDXk0YFX4i4Lw%2BWX3PgVigXy1g5d;;https://www.tiktok.com/@hamibees;891100;DE;beauty;10000;90.13;9.87;18-24;;75;Hamibees is an influencer based in Germany, perfectly aligning with the campaign's geographical focus and boasting a powerful TikTok presence with deep audience engagement. Her authentic and relatable lifestyle content partially fits the beauty campaign, showcasing some potential through her Estee Lauder posts. However, consistent beauty-focused content is limited, suggesting room for further alignment with the cosmetics theme needed for the lipstick campaign.;13.02
683988b51c296f45ca6ae62c;eva;evademchik;https://imgigp.modash.io/v2?4e7GkPsCtkrXRAYTZgKXbVo7gyb6lfPjUhIO1dCG%2Fyxs3WYJbRVN0FblCXok06jVHsZgl6YZ%2BzfA9mEAY2MFwEnI%2BZPFQz8nINBew10hRry%2FCoEtKRlKMiPqGgrm%2Fq9KTqXqAgl%2F6hKGpq0NR%2BEADt8qYMz2XWWBVAYsVJSYSU3Q6amLljmQ%2BuBP4okR8%2Bl5;;https://www.tiktok.com/@evademchik;88700;DE;beauty;5000;86.49;13.51;18-24;;85;Eva Demchik is an excellent choice for the beauty and cosmetics campaign, as her content focusing on beauty and make-up aligns well with the target audience. Despite some of her humorous and educational posts, her authentic engagement and high follower interactions make her an effective and relatable influencer for featuring the Essence lipstick.;10.09
683988a31c296f45ca6ae5b7;Livia🍒;liviajoseph1ne;https://imgigp.modash.io/v2?4e7GkPsCtkrXRAYTZgKXbVo7gyb6lfPjUhIO1dCG%2Fyxs3WYJbRVN0FblCXok06jVHsZgl6YZ%2BzfA9mEAY2MFwFkjN%2B4I5NxjcJjthDlK5TUSctJzX0YXvItUaFKySQsQTqXqAgl%2F6hKGpq0NR%2BEADt8qYMz2XWWBVAYsVJSYSU3Q6amLljmQ%2BuBP4okR8%2Bl5;;https://www.tiktok.com/@liviajoseph1ne;196900;DE;beauty;3000;91.29;8.71;18-24;;85;With her strong presence and engagement in the fashion and beauty realm, Livia showcases high-quality makeup tutorials perfectly suited for our campaign on beauty and cosmetics. Her authentic and dynamic content resonates well with her extensive audience, providing a robust platform for promoting our lipstick. Despite some focus on fashion and lifestyle, her commitment to delivering honest product placements is a boon for the campaign's goals.;10.83
683988a01c296f45ca6ae59c;Paradise of Glam;paradise.of.glam;https://imgigp.modash.io/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZj4UrfWGAy5Wf6hqrZWyBGjOpsKpN3Nu8wb5jKKYqf%2F8g%2FqWQeuL%2FPDszEWl2dLx%2FqqQCbUhNZtAHcOCneknuNgNlJUwVYqIiahjW32e%2BqWA%3D%3D;https://www.instagram.com/paradise.of.glam;;49351;DE;beauty;10000;91.04;8.96;25-34;Shopping & Retail;85;Paradise of Glam is a perfect match for the German beauty and cosmetics campaign. With strong ties to brands like MAC Cosmetics and Maybelline, her visually appealing content aligns well with the campaign's aesthetics. Despite her recent content not heavily focusing on beauty, her geographic alignment and proven brand affinity make her a valuable asset.;199.03
683988911c296f45ca6ae542;Silvi Carlsson;silvicarlsson;https://imgigp.modash.io/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDathq8InmpwK5fXf5yRd0lvcmDHDh1iHIPtQzchqUzBoFX%2B2xoBapcjDXvDUmV%2BLraWMFFkhTvnpenSBNxrgibYWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D;https://www.instagram.com/silvicarlsson;;176319;DE;beauty;3000;92.03;7.97;18-24;Music;85;Silvi Carlsson is a highly effective choice for the beauty and cosmetics campaign due to her significant Instagram following and visually appealing, cohesive content. Despite her diverse content range, her established partnership with L'Oréal Paris showcases her capability and elevates her credibility in promoting beauty products, making her a strong candidate.;10.5
6839888f1c296f45ca6ae524;Claude 🤍;claude.beauty;https://imgigp.modash.io/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZp0LD5cq18zAdAwMhi%2BKtBBMIKraMuXc8%2BvI59IvmDsIR9uOxRSdCOqwAfEp%2FaJ4M0%2BOOwfzQNQfVBg5YEMFOXWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D;https://www.instagram.com/claude.beauty;;90748;DE;beauty;5000;93.06;6.94;18-24;Shopping & Retail;88;Claude is an exceptional influencer for the beauty and lifestyle domain, with a formidable social media presence marked by impactful collaborations with renowned beauty brands like Nivea. Her thoughtfully curated content, rich in aesthetic appeal, aligns well with our campaign's visual requirements. Although her approach slightly blends lifestyle with beauty, her focus on beauty-related content resonates strongly with our target audience and region, making her a promising fit for our cosmetics campaign.;4.45
6839886e1c296f45ca6ae4a3;Emilie Azaaria;emilie_azaaria;https://imgigp.modash.io/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZ%2Fuc3eREMYRmlucP5lauWc%2FCB%2Bw9X1%2BCo1YzPLhhG%2BWaht%2F1uS%2Fz4HDnTihfBglOD0e6tX8ZVTpVoxmFOrD8Z3gNlJUwVYqIiahjW32e%2BqWA%3D%3D;https://www.instagram.com/emilie_azaaria;;72479;DE;beauty;10000;90.4;9.6;18-24;Beauty & Cosmetics;75;Emilie Azaaria is an excellent choice for our beauty and cosmetics campaign. Her Instagram engagement with top beauty brands like Essie and La Roche-Posay demonstrates her influential presence in the industry, with a follower base of 500,000 on TikTok enhancing her credibility. While her content occasionally leans towards general lifestyle and acting, her creativity and professional profile perfectly suit the campaign's aesthetic focus, even though direct beauty transformation posts are not quite her forte yet.;8.66
683989541c296f45ca6aea4d;Lala;lalaleluuistcool;https://imgigp.modash.io/v2?9gRRkBbg4nctjMDXek72QZVfwaM%2B9JyelB0J2IwjGfU5qrdIuBTqbpa5S%2B1WOkIwHAVH03R0TVmK0Oy0yObCm88hesfKuttU1V%2FJN%2FMYNKoYZUp92XHYmJQNczrMps5MEJhddvzkKlyI69p2r5wypMo6zIMp7KZEYX9t8BFshn%2FQ1Iai0yxbGCddr6Yo37YH;;https://www.tiktok.com/@lalaleluuistcool;1900000;DE;beauty;5000;84.16;15.84;18-24;;75;Lala's TikTok profile boasts a highly engaged follower base, which makes her an excellent candidate for our campaign. Her popular posts showcase creative engagement with beauty and lifestyle themes, offering an opportunity for uniquely captivating product showcases. However, aligning her content more closely with beauty themes could further enhance our campaign impact.;7.42
683989341c296f45ca6ae973;cute🎀mask;cutemask1;https://imgigp.modash.io/v2?4e7GkPsCtkrXRAYTZgKXbVo7gyb6lfPjUhIO1dCG%2Fyxs3WYJbRVN0FblCXok06jVHsZgl6YZ%2BzfA9mEAY2MFwCtCZGy48Q88dWt6N3k0uBWsBlmtlQza4qCwtdX1nvQZTqXqAgl%2F6hKGpq0NR%2BEADt8qYMz2XWWBVAYsVJSYSU3Q6amLljmQ%2BuBP4okR8%2Bl5;;https://www.tiktok.com/@cutemask1;396000;DE;beauty;3000;82.85;17.15;18-24;;85;The influencer 'cute🎀mask' is almost a perfect fit for the campaign's ideal profile, with a robust presence in beauty and cosmetics. Their engaging content related to brands like L'Oréal and Fenty Skin demonstrates industry familiarity. However, being based in Austria could be a minor hurdle in targeting the German market effectively, though the proximity remains a strategic advantage.;12.26
6839890d1c296f45ca6ae8b5;Suki Tegan;evilsuki;https://imgigp.modash.io/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDYwCkfbMxA5hs7Mya6WamPUhBSjFLJuR%2BRxgZ%2BH3uHnp68AA8GGso8uRkvzM2AW72bNXRAVRfNy5YarxQ%2BphiSWWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D;https://www.instagram.com/evilsuki;;49628;DE;beauty;10000;69.85;30.15;18-24;Clothes, Shoes, Handbags & Accessories;75;Suki Tegan showcases her adept capabilities on Instagram under the alias 'evilsuki,' captivating audiences with her aesthetically pleasing content that garners noteworthy engagement, such as 22,718 likes on a video post. Her associations with beauty brands like 'Misslyncosmetics' and 'MAC Cosmetics,' augmented by hashtags, underline her alignment with industry standards, though her focus occasionally diverts from beauty tutorials, offering a refreshing mix with casual humor that brands seeking authentic engagement could find appealing.;31.21
683988fd1c296f45ca6ae84d;Aldijana Neziri - Microblading 👸🏻;aldijananeziri;https://imgigp.modash.io/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDYq%2BcWRk%2BtX%2BVdSa2T2JE1UzqDT82Ac4rSg8HqjzF2enr88Dl%2BgjMeXIIYQSgeBEjqEgEpG%2B8VetdIBkFayTE13gNlJUwVYqIiahjW32e%2BqWA%3D%3D;https://www.instagram.com/aldijananeziri;;20111;DE;beauty;3000;77.29;22.71;25-34;Art & Design;85;Aldijana Neziri, a beauty influencer from Hanover, Germany, excels at showcasing permanent makeup and microblading, aligning perfectly with our beauty and cosmetics focus. Her Instagram delivers stunning visual content, gaining traction with followers eager for innovation like Space Glow Colour Changing Lipsticks, despite the minor limitation in aesthetic diversity. While her TikTok presence is limited, her engaging Instagram community more than compensates.;73.42
683988fd1c296f45ca6ae849;Tracy Candela - MTV Challenge;tracycandela_official;https://imgigp.modash.io/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDYq%2BcWRk%2BtX%2BVdSa2T2JE1U4bK1m9ojEU6GKtGnUdGH6WKyvbIz6J41y5akH4so6I0Nc4fcELXe9Kht4%2FmrNncBXt%2FYzeksBPYLUknr5ild2A%3D%3D;https://www.instagram.com/tracycandela_official;;58673;DE;beauty;5000;85.18;14.82;25-34;Camera & Photography;75;The visually stunning profile of Tracy Candela, combined with her vast experience in television and modeling, makes her an excellent choice for the aesthetics-focused campaign. Her engagement in the entertainment sector ensures a strong connection for promoting beauty products like Two Essence SPACE GLOW COLOUR CHANGING LIPSTICKS, even though her content is more lifestyle-based. Her robust follower base and experience with shows such as Love Island indicate a solid interest in trendy products.;21.08
683988bf1c296f45ca6ae6aa;Dorothy;dorothy.js;https://imgigp.modash.io/v2?9gRRkBbg4nctjMDXek72QZVfwaM%2B9JyelB0J2IwjGfU5qrdIuBTqbpa5S%2B1WOkIwHAVH03R0TVmK0Oy0yObCm7gdv4p1KDo0Dd9550ebTqGfE9GZqpM3IlgSKc4OfnwfxBaLojKJAmPPnZbN6KXy7so6zIMp7KZEYX9t8BFshn%2FQ1Iai0yxbGCddr6Yo37YH;;https://www.tiktok.com/@dorothy.js;421700;DE;beauty;10000;91.05;8.95;18-24;;75;Dorothy's influential presence on TikTok is marked by high audience engagement, making her an asset for the beauty and cosmetics campaign. Her stylish content aligns well with the brand aesthetics, and her experience with cosmetics, highlighted in her recent collaboration with @e.l.f. Cosmetics, adds to her appeal. While her platform isn't primarily focused on makeup tutorials, her unique blend of lifestyle and humor can bring a fresh perspective to the campaign.;10.28
683988be1c296f45ca6ae69a;J O A N A 🌺;joana.salamone;https://imgigp.modash.io/v2?4e7GkPsCtkrXRAYTZgKXbVo7gyb6lfPjUhIO1dCG%2Fyxs3WYJbRVN0FblCXok06jVHsZgl6YZ%2BzfA9mEAY2MFwLNZVRdpv5bL8bVfOg52uJ3zFRXG5Msqkyrv8alW5yDwTqXqAgl%2F6hKGpq0NR%2BEADt8qYMz2XWWBVAYsVJSYSU3Q6amLljmQ%2BuBP4okR8%2Bl5;;https://www.tiktok.com/@joana.salamone;908400;DE;beauty;5000;89.96;10.04;18-24;;75;Joana Salamone, a vibrant German influencer on TikTok, boasts impressive engagement levels through substantial likes, views, and shares on her eye-catching content like 'Bisschen viel GLITZER.' Her affinity for visually captivating, glamorous posts aligns well with the Two Essence SPACE GLOW COLOUR CHANGING LIPSTICKS campaign, although her focus isn't predominantly on beauty tutorials or product reviews, which might limit educational reach.;8.5
683988a01c296f45ca6ae597;ShadowLashesCompany;shadow.lashes;https://imgigp.modash.io/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZj4UrfWGAy5Wf6hqrZWyBGXgG0cw0ZIL%2FvMzlG35pkViSB9EzyzC0ATm5tpIup8Utfx%2BxzQhg7KuVeAYlOZl6hgNlJUwVYqIiahjW32e%2BqWA%3D%3D;https://www.instagram.com/shadow.lashes;;33627;DE;beauty;3000;95.14;4.86;25-34;Clothes, Shoes, Handbags & Accessories;79;ShadowLashesCompany stands out for its engaging beauty and cosmetics content, predominantly focusing on makeup and beauty tips. This aligns well with our campaign's objectives, showcasing high-quality and aesthetically pleasing visuals that resonate with the target audience. However, there is a small segment of the content dedicated to pregnancy-related topics that might cause a slight drift from a pure beauty focus.;4.09
683988801c296f45ca6ae4f0;flavia.loretta;flavia.loretta;https://imgigp.modash.io/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDbi%2FzCyzJZ6fg43%2BYylAG3qwC17E0VMybwkmFngCU7kc0aW12PFpubCnMEJjKMiZjJ2NVyCznwLOq6n7f4MUYHhgNlJUwVYqIiahjW32e%2BqWA%3D%3D;https://www.instagram.com/flavia.loretta;;145645;DE;beauty;10000;75.32;24.68;25-34;Clothes, Shoes, Handbags & Accessories;80;Flavia.Loretta is a dynamic beauty and lifestyle influencer from Berlin, Germany, whose focus on motherhood, health, and cooking makes her an engaging match for the Germany Beauty and Cosmetics campaign. Her impressive follower count and stunning visuals amplify her strong presence in the beauty industry, supported by consistent mentions of renowned beauty brands, ensuring alignment with the campaign's targets. While her diverse content sometimes shifts towards lifestyle, her versatile approach adds value to the portrayal of Space Glow lipsticks, augmenting their visual appeal.;4.14
683ccd3cfbcea9d60dd2254e;_thisistasha;_thisistasha;https://imgigp.modash.io/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDat1QLGClxLKQGAKLBUyw%2BxeWopLkfn7ShXRgqK1cI4ysoOOm%2F0EDHC7tP6FTVDqS56DuNwYfo5HONgEkIwlUnKgNlJUwVYqIiahjW32e%2BqWA%3D%3D;https://www.instagram.com/_thisistasha;;49104;DE;food;3000;90.38;9.62;18-24;Shopping & Retail;80;The influencer 'thisistasha', based in Germany, is a fantastic match for the Milka Hazelnut Chocolate campaign. Her lifestyle and family-centric content are ideally positioned to engage her large, receptive following, although she might need a slight shift towards food photography for optimal alignment with the campaign's goals.;1.07
683ccd3bfbcea9d60dd22549;Natali Katarina Marciano;_nativita_;https://imgigp.modash.io/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDbju279wv%2FGu1tNVXNCvT1jd3Veco1eUMT0IAqfrLyQ5gHTcgHUbE82%2FUxPgpnHCtn9KBARVvOU1SNlNNHV0no7Wwq5%2BhsabX0Nc9aXCBbcsw%3D%3D;https://www.instagram.com/_nativita_;;122381;DE;food;5000;86.79;13.21;18-24;Television & Film;85;Natali Katarina Marciano's influencer profile is perfectly tailored for our Milka Hazelnut Chocolate campaign. Her warmth and authenticity, evident in her 'Momlife' content, beautifully resonate with the indulgence narrative we aim to convey. Although not exclusively focused on premium snacks, her appeal to fans of Nutella shows her potential to boost brand affinity for Milka.;1.16
